id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
96,"CSMBS2C2 C&S Electric- 2A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C2,C-Series,CSMBS2C2,8130,6504,Piece,Pack of 6,1,"CSMBS2C2,C&S,2A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C2 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,4417330733-CSMBS2C2-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
97,"CSMBS2C3 C&S Electric- 3A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C3,C-Series,CSMBS2C3,8130,6504,Piece,Pack of 6,1,"CSMBS2C3,C&S,3A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C3 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,1815039413-CSMBS2C3-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
98,"CSMBS2C4 C&S Electric- 4A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C4,C-Series,CSMBS2C4,8130,6504,Piece,Pack of 6,1,"CSMBS2C4,C&S,4A 2 Pole C Curve 10kA WiNtrip2 MCB :- Buy C&S, CSMBS2\C4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,8850114830-CSMBS2C4-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
99,"CSMBS2C5 C&S Electric- 5A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C5,C-Series,CSMBS2C5,8130,6504,Piece,Pack of 6,1,"CSMBS2C5,C&S,5A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,8885357414-CSMBS2C5-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
100,"CSMBS2C6 C&S Electric- 6A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C6,C-Series,CSMBS2C6,5790,4632,Piece,Pack of 6,1,"CSMBS2C6,C&S,6A 2 Pole C Curve 10kA WiNtrip2 MCB :- Buy C&S, CSMBS2C6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,1265937548-CSMBS2C6-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
101,"CSMBS2C10 C&S Electric- 10A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C10,C-Series,CSMBS2C10,5790,4632,Piece,Pack of 6,1,"CSMBS2C10,C&S10A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,1863824137-CSMBS2C10-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
102,"CSMBS2C16 C&S Electric- 16A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C16,C-Series,CSMBS2C16,5790,4632,Piece,Pack of 6,1,"CSMBS2C16,C&S,16A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2C16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,7897085266-CSMBS2C16-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
103,"CSMBS2C20 C&S Electric- 20A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C20,C-Series,CSMBS2C20,5790,4632,Piece,Pack of 6,1,"CSMBS2C20,C&S,20A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,20Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,7323348002-CSMBS2C20-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
104,"CSMBS2C25 C&S Electric- 25A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C25,C-Series,CSMBS2C25,5790,4632,Piece,Pack of 6,1,"CSMBS2C25,C&S,25A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2C25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,5240591973-CSMBS2C25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
105,"CSMBS2C32 C&S Electric- 32A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C32,C-Series,CSMBS2C32,5790,4632,Piece,Pack of 6,1,"CSMBS2C32,C&S,32A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,8567309007-CSMBS2C32-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
106,"CSMBS2C40 C&S Electric- 40A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C40,C-Series,CSMBS2C40,8490,6792,Piece,Pack of 6,1,"CSMBS2C40,C&S,40A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,8915501038-CSMBS2C40-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
107,"CSMBS2C50 C&S Electric- 50A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C50,C-Series,CSMBS2C50,9660,7728,Piece,Pack of 6,1,"CSMBS2C50,C&S,50A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2C50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,5654733633-CSMBS2C50-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
108,"CSMBS2C63 C&S Electric- 63A 2 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2C63,C-Series,CSMBS2C63,9660,7728,Piece,Pack of 6,1,"CSMBS2C63,C&S,63A 2 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2C63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710753236-Product-Screenshot 2024-03-18 144342.png,7008316118-CSMBS2C63-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
109,"CSMBS3C0.5 C&S Electric-0.5A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C0.5,C-Series,CSMBS3C0.5,7620,6096,Piece,Pack of 4,1,"CSMBS3C0.5,C&S ,0.5A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C0.5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,0.5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,2981266785-CSMBS3C0.5-C&,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
110,"CSMBS3C1 C&S Electric- 1A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C1,C-Series,CSMBS3C1,7620,6096,Piece,Pack of 4,1,"CSMBS3C1,C&S,1A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C1 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,1 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,6019400902-CSMBS3C1-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
111,"CSMBS3C2 C&S Electric- 2A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C2,C-Series,CSMBS3C2,7620,6096,Piece,Pack of 4,1,"CSMBS3C2,C&S,2A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C2 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,4814526994-CSMBS3C2-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
112,"CSMBS3C3 C&S Electric- 3A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C3,C-Series,CSMBS3C3,7620,6096,Piece,Pack of 4,1,"CSMBS3C3,C&S,3A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C3 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,9265627451-CSMBS3C3-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
113,"CSMBS3C4 C&S Electric- 4A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C4,C-Series,CSMBS3C4,7620,6096,Piece,Pack of 4,1,"CSMBS3C4,C&S,4A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,9508027357-CSMBS3C4-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
114,"CSMBS3C5 C&S Electric- 5A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C5,C-Series,CSMBS3C5,7620,6096,Piece,Pack of 4,1,"CSMBS3C5,C&S,5A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,2579583967-CSMBS3C5-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
115,"CSMBS3C6 C&S Electric- 6A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C6,C-Series,CSMBS3C6,6100,4880,Piece,Pack of 4,1,"CSMBS3C6,C&S,6A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,7167151170-CSMBS3C6-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
116,"CSMBS3C10 C&S Electric- 10A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C10,C-Series,CSMBS3C10,6100,4880,Piece,Pack of 4,1,"CSMBS3C10,C&S10A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,4287704274-CSMBS3C10-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
117,"CSMBS3C16 C&S Electric- 16A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C16,C-Series,CSMBS3C16,6100,4880,Piece,Pack of 4,1,"CSMBS3C16,C&S,16A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3C16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,7118596502-CSMBS3C16-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
118,"CSMBS3C20 C&S Electric- 20A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C20,C-Series,CSMBS3C20,6100,4880,Piece,Pack of 4,1,"CSMBS3C20,C&S,20A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,20Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,8173431113-CSMBS3C20-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
119,"CSMBS3C25 C&S Electric- 25A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C25,C-Series,CSMBS3C25,6100,4880,Piece,Pack of 4,1,"CSMBS3C25,C&S,25A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3C25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,6675559075-CSMBS3C25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
120,"CSMBS3C32 C&S Electric- 32A 3 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3C32,C-Series,CSMBS3C32,6100,4880,Piece,Pack of 4,1,"CSMBS3C32,C&S,32A 3 Pole C Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3C32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,C-Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,1409748654-CSMBS3C32-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
